Name;ISIN;Ticker;Market Index;Earliest Data;Latest Data
iShares MSCI Japan EUR Hedged UCITS ETF (Acc);IE00B42Z5J44;IBCG, IJPE;MSCI Japan 100% Hedged to EUR;September 2010;November 2024
SPDR MSCI Japan EUR Hedged UCITS ETF;IE00BZ0G8C04;JPEH, ZPDW;MSCI Japan 100% Hedged to EUR;September 2010;November 2024
Xtrackers MSCI Japan UCITS ETF 4C EUR hedged;LU0659580079;XMK9;MSCI Japan 100% Hedged to EUR;September 2010;November 2024
UBS ETF (LU) MSCI Japan hedged EUR UCITS ETF (EUR) A-dis;LU0937837945;JPEUAH, UE32;MSCI Japan 100% Hedged to EUR;September 2010;November 2024
UBS ETF (LU) MSCI Japan hedged EUR UCITS ETF (EUR) A-acc;LU0950672476;JPEUBH, UEF2;MSCI Japan 100% Hedged to EUR;September 2010;November 2024
ComStage MSCI Japan 100% Daily Hedged Euro UCITS ETF;LU1033694107;C025;MSCI Japan 100% Hedged to EUR;September 2010;November 2024
iShares Core MSCI Japan IMI UCITS ETF;IE00B4L5YX21;EUNN, IJPA, SJPA;MSCI Japan IMI;May 1994;November 2024
Xtrackers MSCI Nordic UCITS ETF 1D;IE00B9MRHC27;XDN0;MSCI Nordic Countries;December 1978;October 2024
Amundi MSCI Nordic UCITS ETF EUR (C);LU1681044647;CN1, CN1G;MSCI Nordic Countries;December 1978;October 2024
ComStage MSCI Pacific UCITS ETF;LU0392495023;CBMP, X014;MSCI Pacific;December 1978;November 2024
HSBC MSCI Pacific ex Japan UCITS ETF USD;DE000A1C22P6;H4ZH;MSCI Pacific ex-Japan;December 1978;November 2024
iShares MSCI Pacific ex-Japan UCITS ETF (Dist);IE00B4WXJD03;EUNJ, IPXJ, SPXJ;MSCI Pacific ex-Japan;December 1978;November 2024
iShares Core MSCI Pacific ex Japan UCITS ETF (Acc);IE00B52MJY50;CPJ1, CPXJ, CSPXJ, SXR1;MSCI Pacific ex-Japan;December 1978;November 2024
HSBC MSCI Pacific ex Japan UCITS ETF USD;IE00B5SG8Z57;H4ZH, HMXD, HMXJ, MXJ;MSCI Pacific ex-Japan;December 1978;November 2024
Xtrackers MSCI Pacific ex Japan UCITS ETF 1C;LU0322252338;DXS6, XPXD, XPXJ;MSCI Pacific ex-Japan;December 1978;November 2024
ComStage MSCI Pacific ex Japan UCITS ETF;LU0392495296;CBMPJ, X015;MSCI Pacific ex-Japan;December 1978;November 2024
UBS ETF (LU) MSCI Pacific (ex Japan) UCITS ETF (USD) A-dis;LU0446734526;PACEUA, PACUSA, UB20, UIMD;MSCI Pacific ex-Japan;December 1978;November 2024
Xtrackers MSCI Pacific ex Japan Index UCITS ETF 2C;LU0455009935;3043, J0Q;MSCI Pacific ex-Japan;December 1978;November 2024
Amundi MSCI Pacific Ex Japan UCITS ETF Dist;LU1220245556;LGQK, PAXG, PAXJ;MSCI Pacific ex-Japan;December 1978;November 2024
Amundi Index MSCI Pacific ex Japan UCITS ETF DR EUR (C);LU1602144906;18MM, CP9;MSCI Pacific ex-Japan;December 1978;November 2024
Amundi ETF MSCI Pacific ex Japan UCITS ETF DR USD;LU1602145036;CP9G, CP9U;MSCI Pacific ex-Japan;December 1978;November 2024
iShares MSCI Poland UCITS ETF USD (Acc);IE00B4M7GH52;IBCJ, IPOL, SPOL;MSCI Poland;December 1998;November 2024
iShares MSCI Russia ADR/GDR UCITS ETF (Acc);IE00B5V87390;CEBB, CRU1, CSRU;MSCI Russia ADR/GDR 20/35;May 2008;February 2023
UBS ETF (LU) MSCI Switzerland 20/35 UCITS ETF (CHF) A-acc;LU0977261329;SW2CHB;MSCI Switzerland 20/35;May 2008;November 2024
HSBC MSCI USA UCITS ETF USD;DE000A1C22K7;H4ZD;MSCI USA;December 1978;November 2024
Lyxor MSCI USA ESG Broad CTB (DR) UCITS ETF - Dist;FR0010296061;LUSA, LYUSA, LYYB, USA, USAL, USAU;MSCI USA;December 1978;November 2024
Lyxor MSCI USA ESG Broad CTB (DR) UCITS ETF Acc;FR0011363423;LUSAC, USAC;MSCI USA;December 1978;November 2024
UBS ETF (IE) MSCI USA SF UCITS ETF (USD) A-acc;IE00B3SC9K16;MUUSAS;MSCI USA;December 1978;November 2024
iShares MSCI USA UCITS ETF (Acc);IE00B52SFT06;CSUS, CU1, SXR4;MSCI USA;December 1978;November 2024
HSBC MSCI USA UCITS ETF USD;IE00B5WFQ436;H4ZD, HMUD, HMUS, MUS;MSCI USA;December 1978;November 2024
Invesco MSCI USA UCITS ETF;IE00B60SX170;MXUS, SC0H;MSCI USA;December 1978;November 2024
UBS ETF (IE) MSCI USA UCITS ETF (USD) A-dis;IE00B77D4428;UBU3, UC03, UC04, USAEUY, USAUSY;MSCI USA;December 1978;November 2024
UBS ETF (IE) MSCI USA UCITS ETF (USD) A-acc;IE00BD4TXS21;USAUSW;MSCI USA;December 1978;November 2024
Xtrackers MSCI USA UCITS ETF 1C;IE00BJ0KDR00;XD9U, XDUS;MSCI USA;December 1978;November 2024
UBS ETF (LU) MSCI USA UCITS ETF (USD) A-dis;LU0136234654;UC67, UIM6, USAEUA, USAUSA;MSCI USA;December 1978;November 2024
Xtrackers MSCI USA Swap UCITS ETF 1C;LU0274210672;DBXU, XMUD, XMUS;MSCI USA;December 1978;November 2024
Amundi MSCI USA UCITS ETF EUR (C);LU1681042864;ACU2, CU2, CU2E;MSCI USA;December 1978;November 2024
Amundi ETF MSCI USA UCITS ETF USD;LU1681042948;CU2G, CU2U, CU2USD;MSCI USA;December 1978;November 2024
iShares Edge MSCI USA Value Factor UCITS ETF;IE00BD1F4M44;IUVF, IUVL, QDVI;MSCI USA Enhanced Value;November 1997;November 2024
iShares Edge MSCI USA Value Factor UCITS ETF USD (Dist);IE00BFF5RX68;IUVD;MSCI USA Enhanced Value;November 1997;November 2024
iShares MSCI USA Dividend IQ UCITS ETF;IE00BKM4H312;HDIQ, QDIV, QDVD;MSCI USA High Dividend Yield;June 1994;November 2024
Amundi ETF Leveraged MSCI USA Daily UCITS ETF EUR;FR0010755611;18MF, CL2;MSCI USA Leveraged 2x Daily;October 2012;November 2024
iShares Edge MSCI USA Size Factor UCITS ETF;IE00BD1F4K20;IUSF, IUSZ, QDVC;MSCI USA Mid-Cap Equal Weighted;May 1994;November 2024
iShares Edge MSCI USA Momentum Factor UCITS ETF;IE00BD1F4N50;IUMF, IUMO, QDVA;MSCI USA Momentum;June 1994;November 2024
iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Dist);IE00BFF5RZ82;IUMD;MSCI USA Momentum;June 1994;November 2024
UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (USD) A-dis;IE00BX7RRJ27;UBUT, UC99, UQLTD;MSCI USA Quality;June 1994;November 2024
UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc;IE00BWT3KN65;UBUX, UQLTE;MSCI USA Quality (EUR Hedged);June 1994;November 2024
iShares Edge MSCI USA Quality Factor UCITS ETF;IE00BD1F4L37;IUQA, IUQF, QDVB;MSCI USA Sector Neutral Quality;October 2016;November 2024
iShares Edge MSCI USA Quality Factor UCITS ETF USD (Dist);IE00BF2QSQ20;IS38, IUQD;MSCI USA Sector Neutral Quality;October 2016;November 2024
iShares MSCI USA Small Cap UCITS ETF (Acc);IE00B3VWM098;CSUSS, CUS1, CUSS, SXRG;MSCI USA Small Cap;December 2000;November 2024
SPDR MSCI USA Small Cap Value Weighted UCITS ETF;IE00BSPLC413;USSC, ZPRV;MSCI USA Small Cap Value Weighted;November 1994;November 2024
iShares MSCI USA SRI UCITS ETF;IE00BYVJRR92;QDVR, SUAS, SUUS;MSCI USA SRI Select Reduced Fossil Fuel;May 2012;November 2024
iShares MSCI USA SRI UCITS ETF USD (Dist);IE00BZ173T46;36B6, SRIL;MSCI USA SRI Select Reduced Fossil Fuel;May 2012;November 2024
UBS ETF (IE) MSCI USA Value UCITS ETF (USD) A-dis;IE00B78JSG98;UBU5, UC07, USVEUY, USVUSY;MSCI USA Value;December 1978;November 2024
Amundi MSCI World II UCITS ETF Dist;FR0010315770;LYWLD, LYYA, OLY3, WLD, WLDD, WLDL;MSCI World;December 1978;November 2024
Amundi MSCI World II UCITS ETF Acc;FR0014003IY1;WLDC;MSCI World;December 1978;November 2024
iShares MSCI World Swap PEA UCITS ETF EUR (Acc);IE0002XZSHO1;WPEA;MSCI World;December 1978;November 2024
Amundi MSCI World UCITS ETF UCITS ETF Acc;IE000BI8OT95;MWRD, MWRE, WRDU;MSCI World;December 1978;November 2024
Amundi MSCI World UCITS ETF UCITS ETF DR - USD (D);IE000CNSFAR2;MWOE, MWOF;MSCI World;December 1978;November 2024
iShares MSCI World Swap UCITS ETF USD (Acc);IE000F9IDGB5;IWDS;MSCI World;December 1978;November 2024
iShares Core MSCI World UCITS ETF USD (Dist);IE000OHHIBC6;IWDD;MSCI World;December 1978;November 2024
HSBC MSCI World UCITS ETF USD (Acc);IE000UQND7H4;H4ZY, HMWA, HMWS;MSCI World;December 1978;November 2024
iShares MSCI World UCITS ETF (Dist);IE00B0M62Q58;IDWR, IQQW, IWRD;MSCI World;December 1978;November 2024
iShares Core MSCI World UCITS ETF USD (Acc);IE00B4L5Y983;EUNL, IWDA, SWDA;MSCI World;December 1978;November 2024
HSBC MSCI World UCITS ETF USD;IE00B4X9L533;H4Z3, H4ZJ, HMWD, HMWO, WRD;MSCI World;December 1978;November 2024
Invesco MSCI World UCITS ETF Acc;IE00B60SX394;MXWO, MXWS, SC0J, SMSWLD;MSCI World;December 1978;November 2024
UBS ETF (IE) MSCI World UCITS ETF (USD) A-dis;IE00B7KQ7B66;UBU7, WRDD, WRDUSY;MSCI World;December 1978;November 2024
UBS ETF (IE) MSCI World UCITS ETF (USD) A-acc;IE00BD4TXV59;UETW, WRDA, WRDUSW;MSCI World;December 1978;November 2024
SPDR MSCI World UCITS ETF;IE00BFY0GT14;SPPW, SWLD, SWRD;MSCI World;December 1978;November 2024
Xtrackers MSCI World UCITS ETF 1C;IE00BJ0KDQ92;XDWD, XWLD;MSCI World;December 1978;November 2024
Xtrackers MSCI World UCITS ETF 1D;IE00BK1PV551;XDWL, XDWP;MSCI World;December 1978;November 2024
Xtrackers MSCI World Swap UCITS ETF 1C;LU0274208692;DBXW, XMWD, XMWO;MSCI World;December 1978;November 2024
UBS ETF (LU) MSCI World UCITS ETF (USD) A-dis;LU0340285161;UC55, UC68, UIM7, WRDEUA, WRDUSA;MSCI World;December 1978;November 2024
Amundi MSCI World UCITS ETF EUR (C);LU1681043599;AMEW, AMEX, CW8, CW8E;MSCI World;December 1978;November 2024
Amundi MSCI World UCITS ETF USD (C);LU1681043672;CW8G, CW8U, CW8USD, XAMZ;MSCI World;December 1978;November 2024
Amundi MSCI World V UCITS ETF Acc;LU1781541179;LCUW, LCWD, LCWL;MSCI World;December 1978;November 2024
Xtrackers MSCI World Swap UCITS ETF 1D;LU2263803533;XWD1;MSCI World;December 1978;November 2024
Amundi MSCI World III UCITS ETF Dist;LU2572257124;AHYQ, AHYR;MSCI World;December 1978;November 2024
Amundi MSCI World UCITS ETF - EUR (D);LU2655993207;EWLD;MSCI World;December 1978;November 2024
Amundi MSCI World II UCITS ETF EUR Hedged Dist;FR0011660927;DJAB, WLDH;MSCI World 100% Hedged to EUR;September 2010;November 2024
iShares MSCI World EUR Hedged UCITS ETF (Acc);IE00B441G979;IBCH, IWDE;MSCI World 100% Hedged to EUR;September 2010;November 2024
iShares Core MSCI World UCITS ETF EUR Hedged (Dist);IE00BKBF6H24;IWLE;MSCI World 100% Hedged to EUR;September 2010;November 2024
Xtrackers MSCI World Swap UCITS ETF 4C EUR hedged;LU0659579733;XWEH;MSCI World 100% Hedged to EUR;September 2010;November 2024
iShares MSCI World Consumer Discretionary Sector ESG UCITS ETF USD (Dist);IE00BJ5JP212;36BB, WCDS;MSCI World Consumer Discretionary;September 2010;September 2022
Xtrackers MSCI World Consumer Discretionary UCITS ETF 1C;IE00BM67HP23;XDWC, XWDS;MSCI World Consumer Discretionary;September 2010;September 2022
SPDR MSCI World Consumer Discretionary UCITS ETF;IE00BYTRR640;SS41, WCOD;MSCI World Consumer Discretionary;September 2010;September 2022
Xtrackers MSCI World Consumer Staples UCITS ETF 1C;IE00BM67HN09;XDWS, XWCS;MSCI World Consumer Staples;March 2016;November 2024
SPDR MSCI World Consumer Staples UCITS ETF;IE00BYTRR756;SS40, WCOS;MSCI World Consumer Staples;March 2016;November 2024
iShares Edge MSCI World Multifactor UCITS ETF USD (Acc);IE00BZ0PKT83;FSWD, IBCZ, IFSW;MSCI World Diversified Multiple-Factor;November 2014;November 2024
iShares MSCI World Energy Sector UCITS ETF USD (Dist);IE00BJ5JP105;5MVW, WENS;MSCI World Energy;October 2019;November 2024
Xtrackers MSCI World Energy UCITS ETF 1C;IE00BM67HM91;XDW0, XWES;MSCI World Energy;October 2019;November 2024
SPDR MSCI World Energy UCITS ETF;IE00BYTRR863;ENGW, SS42, WNRG;MSCI World Energy;October 2019;November 2024
iShares Edge MSCI World Value Factor UCITS ETF USD (Dist);IE00BFYTYS33;IWVG, IWVU;MSCI World Enhanced Value;November 1997;November 2024
Xtrackers MSCI World Value Factor UCITS ETF 1C;IE00BL25JM42;XDEV;MSCI World Enhanced Value;November 1997;November 2024
iShares Edge MSCI World Value Factor UCITS ETF;IE00BP3QZB59;IS3S, IWFV, IWVL;MSCI World Enhanced Value;November 1997;November 2024
iShares MSCI World ESG Screened UCITS ETF USD (Acc);IE00BFNM3J75;SAWD, SNAW;MSCI World ESG Screened;May 2012;November 2024
iShares MSCI World ESG Screened UCITS ETF USD (Dist);IE00BFNM3K80;S6DW, SDWD;MSCI World ESG Screened;May 2012;November 2024
Xtrackers MSCI World ex USA UCITS ETF 1C;IE0006WW1TQ4;EXUS;MSCI World ex USA;December 1978;November 2024
Xtrackers MSCI World Financials UCITS ETF 1C;IE00BM67HL84;XDWF, XWFS;MSCI World Financials;June 2016;November 2024
SPDR MSCI World Financials UCITS ETF;IE00BYTRR970;FNCW, SS43, WFIN;MSCI World Financials;June 2016;November 2024
Amundi MSCI World Financials UCITS ETF EUR Acc;LU0533032859;FINSW, LYPD;MSCI World Financials;June 2016;November 2024
Amundi MSCI World Financials UCITS ETF USD Acc;LU0533033071;1DR0, FINW, LYFINW;MSCI World Financials;June 2016;November 2024
iShares MSCI World Health Care Sector UCITS ETF USD (Dist);IE00BJ5JNZ06;CBUF, WHCS;MSCI World Health Care;October 2012;November 2024
Xtrackers MSCI World Health Care UCITS ETF 1C;IE00BM67HK77;XDWH;MSCI World Health Care;October 2012;November 2024
SPDR MSCI World Health Care UCITS ETF;IE00BYTRRB94;WHEA;MSCI World Health Care;October 2012;November 2024
Amundi MSCI World Health Care UCITS ETF EUR Acc;LU0533033238;HLTW, LYPE;MSCI World Health Care;October 2012;November 2024
Amundi MSCI World Health Care UCITS ETF USD Acc;LU0533033311;7H60, HLTW, LYHLTW;MSCI World Health Care;October 2012;November 2024
Xtrackers MSCI World High Dividend Yield UCITS ETF 1D USD;IE00BCHWNQ94;XDWY;MSCI World High Dividend Yield;June 1994;November 2024
iShares MSCI World Quality Dividend UCITS ETF USD (Acc);IE00BKPSFC54;WQDA;MSCI World High Dividend Yield;June 1994;November 2024
iShares MSCI World Quality Dividend UCITS ETF;IE00BYYHSQ67;QDVW, WQDS, WQDV;MSCI World High Dividend Yield;June 1994;November 2024
Xtrackers MSCI World Industrials UCITS ETF 1C;IE00BM67HV82;XDWI, XWIS;MSCI World Industrials;April 2016;November 2024
SPDR MSCI World Industrials UCITS ETF;IE00BYTRRC02;WIND, WNDU;MSCI World Industrials;April 2016;November 2024
iShares MSCI World Information Technology Sector UCITS ETF USD (Dist);IE00BJ5JNY98;AYEW, WITS;MSCI World Information Technology;September 2010;September 2022
Xtrackers MSCI World Information Technology UCITS ETF 1C;IE00BM67HT60;XDWT;MSCI World Information Technology;September 2010;September 2022
SPDR MSCI World Technology UCITS ETF;IE00BYTRRD19;WTCH, WTEC;MSCI World Information Technology;September 2010;September 2022
Amundi MSCI World Information Technology UCITS ETF EUR Acc;LU0533033667;LYPG, TNOW;MSCI World Information Technology;September 2010;September 2022
Amundi MSCI World Information Technology UCITS ETF USD Acc;LU0533033741;8Q70, LYTNOW, TNOW;MSCI World Information Technology;September 2010;September 2022
Xtrackers MSCI World ESG UCITS ETF 1C;IE00BZ02LR44;XESW, XZW0;MSCI World Low Carbon SRI Leaders;November 2010;November 2024
Xtrackers MSCI World Materials UCITS ETF 1C;IE00BM67HS53;XDWM, XSMW;MSCI World Materials;June 2016;November 2024
SPDR MSCI World Materials UCITS ETF;IE00BYTRRF33;SS48, WMAT;MSCI World Materials;June 2016;November 2024
iShares Edge MSCI World Size Factor UCITS ETF;IE00BP3QZD73;IS3T, IWFS, IWSZ;MSCI World Mid-Cap Equal Weighted;May 1994;November 2024
iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc);IE00B8FHGS14;IQQ0, MINV, MVOL;MSCI World Minimum Volatility (USD);May 1988;November 2024
Xtrackers MSCI World Minimum Volatility UCITS ETF 1C;IE00BL25JN58;XDEB;MSCI World Minimum Volatility (USD);May 1988;November 2024
Xtrackers MSCI World Momentum Factor UCITS ETF 1C;IE00BL25JP72;XDEM;MSCI World Momentum;June 1994;November 2024
iShares Edge MSCI World Momentum Factor UCITS ETF (Acc);IE00BP3QZ825;IS3R, IWFM, IWMO;MSCI World Momentum;June 1994;November 2024
Xtrackers MSCI World Momentum ESG UCITS ETF;IE000TL3PL69;XWEM, XWMS;MSCI World Momentum Low Carbon SRI Screened Select;November 2013;November 2024
Xtrackers MSCI World Quality ESG UCITS ETF 1C;IE0003NQ0IY5;XWEQ, XWQS;MSCI World Quality Low Carbon SRI Screened Select;November 2013;November 2024
Xtrackers MSCI World Quality Factor UCITS ETF 1C;IE00BL25JL35;XDEQ;MSCI World Sector Neutral Quality;November 1998;November 2024
iShares Edge MSCI World Quality Factor UCITS ETF (Acc);IE00BP3QZ601;IS3Q, IWFQ, IWQU;MSCI World Sector Neutral Quality;November 1998;November 2024
SPDR MSCI World Small Cap UCITS ETF;IE00BCBJG560;WDSC, WOSC, ZPRS;MSCI World Small Cap;December 2000;November 2024
iShares MSCI World Small Cap UCITS ETF;IE00BF4RFH31;IUSN, WLDS, WSML;MSCI World Small Cap;December 2000;November 2024
iShares MSCI World SRI UCITS ETF USD (Dist);IE00BDZZTM54;2B7J, SUWS;MSCI World SRI Select Reduced Fossil Fuel;May 2012;November 2024
iShares MSCI World SRI UCITS ETF EUR (Acc);IE00BYX2JD69;2B7K, SUSW;MSCI World SRI Select Reduced Fossil Fuel;May 2012;November 2024
Xtrackers MSCI World Utilities UCITS ETF 1C;IE00BM67HQ30;XDWU, XWUS;MSCI World Utilities;April 2016;November 2024
SPDR MSCI World Utilities UCITS ETF;IE00BYTRRH56;SS46, WUTI;MSCI World Utilities;April 2016;November 2024
VanEck Semiconductor UCITS ETF;IE00BMC38736;SMGB, SMH, SMHV, VVSM;MVIS US Listed Semiconductor 10% Capped;December 2011;October 2024
VanEck Crypto and Blockchain Innovators UCITS ETF;IE00BMDKNW35;DAGB, DAPP, DAVV;MVIS US Listed Semiconductor 10% Capped;December 2011;October 2024
WisdomTree Artificial Intelligence UCITS ETF USD Acc;IE00BDVPNG13;INTL, WTAI, WTI2;Nasdaq CTA Artificial Intelligence;October 2018;November 2024
Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C;IE00BGV5VN51;XAIX;Nasdaq Global Artificial Intelligence and Big Data;February 2019;November 2024
iShares Nasdaq 100 UCITS ETF (DE);DE000A0F5UF5;EXXT;Nasdaq-100;July 2007;November 2024
Deka Nasdaq-100® UCITS ETF;DE000ETFL623;D6RH;Nasdaq-100;July 2007;November 2024
Amundi PEA Nasdaq-100 UCITS ETF Acc;FR0011871110;PUST;Nasdaq-100;July 2007;November 2024
AXA IM Nasdaq 100 UCITS ETF USD Acc;IE000QDFFK00;ANAU, ANAV;Nasdaq-100;July 2007;November 2024
Invesco Nasdaq-100 Swap UCITS ETF Dist;IE000RUF4QN8;EQQD;Nasdaq-100;July 2007;November 2024
Invesco EQQQ Nasdaq-100 UCITS ETF;IE0032077012;EQQQ, EQQU;Nasdaq-100;July 2007;November 2024
iShares Nasdaq 100 UCITS ETF (Acc);IE00B53SZB19;CNDX, CNX1, CSNDX, SXRV;Nasdaq-100;July 2007;November 2024
Invesco EQQQ Nasdaq-100 UCITS ETF Acc;IE00BFZXGZ54;EQAC, EQQB;Nasdaq-100;July 2007;November 2024
Xtrackers Nasdaq 100 UCITS ETF 1C;IE00BMFKG444;XNAQ, XNAS;Nasdaq-100;July 2007;November 2024
Invesco Nasdaq-100 Swap UCITS ETF Acc;IE00BNRQM384;EQQS, EQQX, EQSG;Nasdaq-100;July 2007;November 2024
ComStage Nasdaq 100 UCITS ETF;LU0378449770;C011, CBNDX;Nasdaq-100;July 2007;November 2024
Amundi Nasdaq 100 UCITS ETF EUR (C);LU1681038243;6AQQ, ANX;Nasdaq-100;July 2007;November 2024
Amundi Nasdaq 100 UCITS ETF USD;LU1681038326;10A4, ANXG, ANXU;Nasdaq-100;July 2007;November 2024
Amundi Nasdaq-100 II UCITS ETF Acc;LU1829221024;LYMS, NASD, NASL, UST;Nasdaq-100;July 2007;November 2024
Amundi Nasdaq-100 II UCITS ETF Dist;LU2197908721;NADQ;Nasdaq-100;July 2007;November 2024
iShares Nasdaq 100 UCITS ETF EUR Hedged Acc;IE00BYVQ9F29;NQSE;Nasdaq-100 (EUR Hedged);December 2012;October 2024
Invesco Nasdaq-100 UCITS ETF EUR Hedged;IE00BYVTMS52;EQEU;Nasdaq-100 (EUR Hedged);December 2012;October 2024
Amundi Nasdaq 100 UCITS ETF Daily Hedged EUR (C);LU1681038599;HNDX, NDXH;Nasdaq-100 (EUR Hedged);December 2012;October 2024
Amundi Nasdaq-100 Daily (2x) Leveraged UCITS ETF Acc;FR0010342592;L8I7, LQQ;Nasdaq-100 Leveraged Notional Net;July 2007;November 2024
Meesman Indexfonds Aandelen Wereldwijd;NL0010436663;;Northern Trust MSCI World Custom ESG;November 2007;November 2024
Market Access NYSE Arca Gold Bugs UCITS ETF;LU0259322260;GOLB, M9SD, MAGB;NYSE Arca Gold BUGS;December 2008;November 2024
Lyxor NYSE Arca Gold BUGS (DR) UCITS ETF;LU0488317701;CBGOLD, CD91, GLDM, GLDU;NYSE Arca Gold BUGS;December 2008;November 2024
iShares Physical Palladium ETC;IE00B4556L06;IPDM, SPDM;Palladium spot price;April 1990;November 2024
Elementum Physical Palladium ETC;XS2265370234;0IID, TPAL, TPDS;Palladium spot price;April 1990;November 2024
Xtrackers Physical Palladium EUR Hedged ETC;DE000A1EK3B8;XAD4;Palladium spot price (EUR Hedged);April 1990;November 2024
L&G Artificial Intelligence UCITS ETF;IE00BK5BCD43;AIAG, AIAI, XMLD;ROBO Global Artificial Intelligence;December 2013;September 2024
L&G ROBO Global Robotics and Automation UCITS ETF;IE00BMW3QX54;IROB, ROBE, ROBG, ROBO;ROBO Global Robotics and Automation;December 2002;September 2024
Amundi Russell 1000 Growth UCITS ETF Acc;FR0011119171;RSGL, RUSG;Russell 1000 Growth;January 2005;November 2024
L&G Russell 2000 US Small Cap UCITS ETF;DE000A0Q8NE4;ETLZ;Russell 2000;January 2005;November 2024
Lyxor Russell 2000 UCITS ETF C-USD;FR0011119254;RU2K, RUS2;Russell 2000;January 2005;November 2024
L&G Russell 2000 US Small Cap UCITS ETF;IE00B3CNHJ55;ETLZ, RTWO, RTWP;Russell 2000;January 2005;November 2024
Invesco Russell 2000 UCITS ETF;IE00B60SX402;RTYS, SC0K, SR2000;Russell 2000;January 2005;November 2024
SPDR Russell 2000 US Small Cap UCITS ETF;IE00BJ38QD84;R2SC, R2US, ZPRR;Russell 2000;January 2005;November 2024
Xtrackers Russell 2000 UCITS ETF 1C;IE00BJZ2DD79;XRS2, XRSG, XRSU;Russell 2000;January 2005;November 2024
Amundi Russell 2000 UCITS ETF EUR (C);LU1681038672;RS2K;Russell 2000;January 2005;November 2024
Amundi ETF Russell 2000 UCITS ETF USD;LU1681038839;RS2G, RS2U;Russell 2000;January 2005;November 2024
Xtrackers Russell Midcap UCITS ETF 1C;IE00BJZ2DC62;XRMU, XRSM, XRSS;Russell Midcap;January 2005;November 2024
BNP Paribas Easy S&P 500 UCITS ETF USD;FR0011550177;0XC5, ESAP, ESD;S&P 500;February 1992;November 2024
BNP Paribas Easy S&P 500 UCITS ETF EUR;FR0011550185;ESE, ESEE;S&P 500;February 1992;November 2024
BNP Paribas Easy S&P 500 UCITS ETF;FR0011550680;ESDD, ESEA;S&P 500;February 1992;November 2024
Amundi PEA S&P 500 UCITS ETF Acc;FR0011871128;PSP5;S&P 500;February 1992;November 2024
iShares S&P 500 Swap UCITS ETF USD (Dist);IE000D3BWBR2;I50D;S&P 500;February 1992;November 2024
HSBC S&P 500 UCITS ETF USD (Acc);IE000JZ473P7;H4ZN, HSPA, HSPS;S&P 500;February 1992;November 2024
SPDR S&P 500 UCITS ETF (Acc);IE000XZSV718;SP5A, SPXL, SPYL;S&P 500;February 1992;November 2024
Xtrackers S&P 500 UCITS ETF 4C;IE000Z9SJA06;XDPP, XDPU;S&P 500;February 1992;November 2024
iShares Core S&P 500 UCITS ETF USD (Dist);IE0031442068;IDUS, IUSA;S&P 500;February 1992;November 2024
Vanguard S&P 500 UCITS ETF (USD) Distributing;IE00B3XXRP09;VUSA, VUSD;S&P 500;February 1992;November 2024
Invesco S&P 500 UCITS ETF;IE00B3YCGJ38;P500, SPXP, SPXS;S&P 500;February 1992;November 2024
UBS ETF (IE) S&P 500 SF UCITS ETF (USD) A-acc;IE00B4JY5R22;S5USAS;S&P 500;February 1992;November 2024
iShares Core S&P 500 UCITS ETF USD (Acc);IE00B5BMR087;CSP1, CSPX, CSSPX, SXR8;S&P 500;February 1992;November 2024
HSBC S&P 500 UCITS ETF USD;IE00B5KQNG97;H4ZF, HHH, HSPD, HSPX;S&P 500;February 1992;November 2024
SPDR S&P 500 UCITS ETF (Dist);IE00B6YX5C33;SPX5, SPY5;S&P 500;February 1992;November 2024
UBS ETF (IE) S&P 500 UCITS ETF (USD) A-dis;IE00B7K93397;SP5EUY, SP5USY, UBU9, UC13;S&P 500;February 1992;November 2024
Vanguard S&P 500 UCITS ETF (USD) Accumulating;IE00BFMXXD54;VUAA, VUAG;S&P 500;February 1992;November 2024
iShares S&P 500 Swap UCITS ETF USD (Acc);IE00BMTX1Y45;I500;S&P 500;February 1992;November 2024
Invesco S&P 500 UCITS ETF Dist;IE00BYML9W36;D500, SPXD;S&P 500;February 1992;November 2024
Xtrackers S&P 500 Swap UCITS ETF 1C;LU0490618542;D5BM, XSPU, XSPX;S&P 500;February 1992;November 2024
Amundi S&P 500 II UCITS ETF EUR Dist;LU0496786574;LYPS, SP5, SPX;S&P 500;February 1992;November 2024
Amundi S&P 500 II UCITS ETF USD Dist;LU0496786657;6TVM, LSPU, LSPX, LYSP5;S&P 500;February 1992;November 2024
Amundi S&P 500 II UCITS ETF Acc;LU1135865084;LYP7, SP5C, SP5L;S&P 500;February 1992;November 2024
Amundi S&P 500 UCITS ETF EUR (C);LU1681048804;500, 500E, A500, AUM5;S&P 500;February 1992;November 2024
Amundi ETF S&P 500 UCITS ETF USD;LU1681049018;10AP, 500E, 500G, 500U, 500USD;S&P 500;February 1992;November 2024
Xtrackers S&P 500 Swap UCITS ETF 1D;LU2009147757;XSXD, XSXG;S&P 500;February 1992;November 2024
Amundi S&P 500 UCITS ETF USD (D);LU2391437253;500D;S&P 500;February 1992;November 2024
